"Term","Course","Enrollment","MedianGrade"
"TERM","COURSE","ENRL","MEDIAN"
"11F","MATH-023-01","59","B+"
"11F","MATH-025-01","28","B+"
"11F","MATH-026-01","17","B+"
"11F","MATH-031-01","25","A-"
"11F","MATH-036-01","13","B+"
"11F","MATH-053-01","11","A-"
"11F","MATH-071-01","13","A-"
"11F","MATH-086-01","26","A-"
"11F","MUS -002-01","32","A"
"11F","MUS -005-01","59","A"
"11F","MUS -009-01","34","A-"
"11F","MUS -020-01","19","A-"
"11F","MUS -021-01","15","A-"
"11F","MUS -022-01","11","A"
"11F","MUS -032-01","14","A"
"11F","MUS -051-01","25","A"
"11F","NAS -008-01","42","B+"
"11F","NAS -014-01","73","B+"
"11F","NAS -025-01","41","B+"
"11F","NAS -030-02","21","A"
"11F","NAS -030-03","14","A"
"11F","NAS -036-01","38","A-"
"11F","NAS -048-01","13","B+"
"11F","PBPL-042-01","37","B+"
"11F","PBPL-045-01","27","A-"
"11F","PBPL-082-01","16","A-"
"11F","PHIL-001-01","42","B+"
"11F","PHIL-001-02","21","B"
"11F","PHIL-003-01","78","B+"
"11F","PHIL-007-01","15","A-"
"11F","PHIL-011-01","16","A-/B+"
"11F","PHIL-031-01","19","A-"
"11F","PHIL-037-01","12","B+"
"11F","PHIL-050-90","14","A-"
"11F","PHIL-080-01","17","B+"
"11F","PHYS-003-01","112","A-"
"11F","PHYS-013-01","69","B+"
"11F","PHYS-013-02","69","B+"
"11F","PHYS-015-01","14","A-"
"11F","PHYS-019-01","19","B+"
"11F","PHYS-043-01","16","A-"
"11F","PHYS-047-01","11","A-"
"11F","PORT-009-01","12","A-"
"11F","PSYC-001-01","130","B"
"11F","PSYC-006-01","57","B+"
"11F","PSYC-010-01","24","A-"
"11F","PSYC-011-01","35","B+"
"11F","PSYC-021-01","49","B+"
"11F","PSYC-024-01","123","B"
"11F","PSYC-040-01","28","A"
"11F","PSYC-045-01","33","A-"
"11F","PSYC-050-01","32","A-/B+"
"11F","PSYC-050-02","13","A"
"11F","PSYC-050-03","35","B+"
"11F","PSYC-053-01","32","A-"
"11F","PSYC-054-01","22","A-"
"11F","PSYC-060-01","12","A-"
"11F","PSYC-063-01","12","A-"
"11F","PSYC-065-01","16","B+"
"11F","PSYC-086-01","14","B"
"11F","REL -001-01","59","B+"
"11F","REL -006-01","70","B+"
"11F","REL -011-01","58","A-"
"11F","REL -017-01","27","A-"
"11F","REL -029-01","16","A-"
"11F","REL -042-01","32","B+"
"11F","REL -047-01","29","A-"
"11F","REL -070-90","10","B+/B"
"11F","REL -071-90","10","B+/B"
"11F","REL -074-90","10","A-"
"11F","RUSS-007-01","16","A-"
"11F","RUSS-013-01","57","A-"
"11F","RUSS-014-01","10","A-/B+"
"11F","RUSS-031-01","12","A"
"11F","SART-015-01","15","B+"
"11F","SART-015-02","16","A-"
"11F","SART-015-03","14","A-"
"11F","SART-016-01","12","A-/B+"
"11F","SART-016-02","14","A"
"11F","SART-017-01","15","A"
"11F","SART-020-01","12","A"
"11F","SART-025-01","12","A-"
"11F","SART-029-01","11","A-"
"11F","SART-065-01","12","A-"
"11F","SOCY-001-01","49","A"
"11F","SOCY-010-01","34","B"
"11F","SOCY-015-01","20","A-"
"11F","SOCY-021-01","11","A-"
"11F","SOCY-029-01","32","B+"
"11F","SOCY-049-06","10","A-"
"11F","SOCY-049-08","23","A"
"11F","SOCY-068-01","33","A-"
"11F","SPAN-001-01","10","B+"
"11F","SPAN-001-02","19","A-"
"11F","SPAN-001-03","22","B+"
"11F","SPAN-002-02","16","A-"
"11F","SPAN-002-03","19","A-"
"11F","SPAN-002-04","18","A-"
"11F","SPAN-002-05","11","A-"
"11F","SPAN-003-01","17","A-"
"11F","SPAN-003-02","18","B+"
"11F","SPAN-003-03","23","B+"
"11F","SPAN-003-04","22","B+"
"11F","SPAN-003-91","10","B+"
"11F","SPAN-005-91","10","A-"
"11F","SPAN-006-91","10","A-"
"11F","SPAN-009-01","19","A-"
"11F","SPAN-009-02","16","A-"
"11F","SPAN-009-03","17","A-"
"11F","SPAN-020-01","16","A-"
"11F","SPAN-020-02","13","A-"
"11F","SPAN-024-90","21","A"
"11F","SPAN-032-01","20","A-"
"11F","SPAN-032-02","15","A-"
"11F","SPAN-034-90","21","A"
"11F","SPAN-036-90","21","A-"
"11F","SPAN-055-01","20","A-/B+"
"11F","SPAN-060-01","23","A-"
"11F","SPEE-020-01","13","A-"
"11F","SPEE-020-02","12","A-/B+"
"11F","SPEE-025-01","14","A-"
"11F","THEA-010-03","15","A-"
"11F","THEA-015-01","11","A-"
"11F","THEA-030-01","16","A"
"11F","THEA-030-02","16","A"
"11F","THEA-030-03","15","A-"
"11F","THEA-048-01","11","A"
"11F","THEA-050-01","10","A"
"11F","TUCK-002-01","52","A-"
"11F","TUCK-002-02","41","A-"
"11F","WGST-007-01","16","A-"
"11F","WGST-010-01","31","A"
"11F","WGST-010-02","31","A-"
"11F","WGST-032-01","21","B+"
"11F","WGST-036-01","29","A-"
"11F","WGST-043-04","32","B+"
"11F","WGST-066-05","11","A-"
"11F","WGST-067-02","13","A"
"11F","WGST-080-06","15","A"
"11F","WRIT-002-01","16","A-/B+"
"11F","WRIT-002-02","14","A-"
"11F","WRIT-002-03","13","A"
"11F","WRIT-002-04","16","B+"
"11F","WRIT-002-05","16","A-"
"11F","WRIT-002-06","15","B+"
"11F","WRIT-002-07","16","A-"
"11F","WRIT-002-08","16","A-/B+"
"11F","WRIT-005-01","18","A-"
"11F","WRIT-005-02","18","A-/B+"
"11F","WRIT-005-03","18","A-"
"11F","WRIT-005-04","18","A-"
"11F","WRIT-005-05","18","A-"
"11F","WRIT-005-06","17","B+"
"11F","WRIT-005-07","18","A"
"11F","WRIT-005-08","18","A"
"11F","WRIT-005-09","18","A-"
"11F","WRIT-005-10","18","B+"
"11F","WRIT-005-11","14","B+"
"11F","WRIT-005-12","18","A-"
"11F","WRIT-005-13","11","A"
"11F","WRIT-005-14","18","A-/B+"
"11F","WRIT-005-15","18","B+"
"11F","WRIT-005-16","18","B+"
"11F","WRIT-005-17","18","B+"
"11F","WRIT-005-19","14","A /A-"
"11F","WRIT-005-20","18","A-"
"11F","WRIT-005-21","18","A-"
"11F","WRIT-005-22","18","B+"
"11F","WRIT-005-23","18","B+"
"11F","WRIT-005-24","18","A /A-"
"11F","WRIT-005-25","12","A-"
"11F","WRIT-007-01","16","A-/B+"
"12F","AAAS-019-01","26","B+"
"12F","AAAS-039-01","55","A"
"12F","AAAS-052-01","11","A-"
"12F","AAAS-083-05","50","B"
"12F","AAAS-088-01","12","A-/B+"
"12F","AMES-011-01","28","A-"
"12F","ANTH-001-01","65","B"
"12F","ANTH-006-01","65","B"
"12F","ANTH-008-01","41","B+"
"12F","ANTH-017-01","30","A"
"12F","ANTH-030-01","48","A"
"12F","ANTH-031-01","33","A-"
"12F","ANTH-037-01","26","B+"
"12F","ANTH-040-01","15","A"
"12F","ANTH-041-01","10","A-"
"12F","ANTH-073-01","18","A-"
"12F","ANTH-075-01","16","A-/B+"
"12F","ARAB-001-01","10","A"
"12F","ARAB-001-02","12","A"
"12F","ARAB-021-01","18","A"
"12F","ARTH-001-01","37","A-"
"12F","ARTH-016-01","10","A-"
"12F","ARTH-017-01","13","B+"
"12F","ARTH-042-01","21","B+"
"12F","ARTH-051-01","21","A-"
"12F","ARTH-067-01","21","A-"
"12F","ARTH-083-01","12","A-"
"12F","ASTR-002-01","41","B+"
"12F","ASTR-003-01","41","B+"
"12F","BIOL-002-01","75","B+"
"12F","BIOL-008-01","45","B"
"12F","BIOL-011-01","147","B"
"12F","BIOL-012-01","112","B"
"12F","BIOL-016-01","30","B+"
"12F","BIOL-021-01","10","A-"
"12F","BIOL-027-01","33","B+"
"12F","BIOL-036-01","16","A-/B+"
"12F","BIOL-040-01","71","B+"
"12F","BIOL-046-01","22","B+"
"12F","BIOL-051-01","10","A-"
"12F","BIOL-069-01","10","A-"
"12F","BIOL-120-01","10","A-"
"12F","BIOL-173-01","10","A-"
"12F","CHEM-002-01","13","B+"
"12F","CHEM-005-01","60","B /B-"
"12F","CHEM-006-01","61","B"
"12F","CHEM-008-01","45","B"
"12F","CHEM-010-01","19","B+"
"12F","CHEM-051-01","63","B"
"12F","CHEM-057-01","16","B+"
"12F","CHIN-001-01","12","A"
"12F","CHIN-001-02","12","A-/B+"
"12F","CHIN-001-03","14","A-"
"12F","CHIN-004-01","16","A-"
"12F","CHIN-004-02","14","A-"
"12F","CHIN-004-03","11","A-"
"12F","CHIN-011-90","22","A"
"12F","CHIN-022-90","11","A-"
"12F","CHIN-023-90","11","A-"
"12F","CHIN-031-01","17","A"
"12F","CLST-003-01","25","B+"
"12F","CLST-006-01","20","B+"
"12F","CLST-024-01","24","B+"
"12F","COCO-005-01","12","B+"
"12F","COLT-010-01","16","A /A-"
"12F","COLT-031-01","10","A-"
"12F","COLT-040-01","17","A-"
"12F","COLT-040-02","22","A-"
"12F","COLT-057-01","12","A-/B+"
"12F","COLT-072-01","16","A"
"12F","COSC-001-01","127","A"
"12F","COSC-010-01","25","B"
"12F","COSC-022-01","18","A-/B+"
"12F","COSC-030-01","48","B+"
"12F","COSC-031-01","34","B+"
"12F","COSC-058-01","20","B+"
"12F","COSC-071-01","15","B+"
"12F","COSC-079-01","61","B+"
"12F","COSC-083-01","10","B /B-"
"12F","COSC-179-01","61","B+"
"12F","COSC-183-01","10","B /B-"
"12F","EARS-001-01","39","A-"
"12F","EARS-006-01","171","B+"
"12F","EARS-045-90","23","A-"
"12F","EARS-046-90","23","A-"
"12F","EARS-047-90","23","A"
"12F","ECON-001-01","89","B"
"12F","ECON-001-02","89","B"
"12F","ECON-001-03","56","B"
"12F","ECON-001-04","56","B"
"12F","ECON-001-05","74","B"
"12F","ECON-001-06","74","B"
"12F","ECON-002-01","35","B"
"12F","ECON-010-01","23","B+"
"12F","ECON-010-02","23","B+"
"12F","ECON-010-03","35","B+"
"12F","ECON-020-01","47","B"
"12F","ECON-020-02","47","B"
"12F","ECON-020-03","12","A-/B+"
"12F","ECON-021-01","24","A-"
"12F","ECON-021-02","24","A-"
"12F","ECON-021-03","51","B+"
"12F","ECON-021-04","51","B+"
"12F","ECON-022-01","63","B+"
"12F","ECON-022-02","63","B+"
"12F","ECON-022-03","57","B+"
"12F","ECON-022-04","57","B+"
"12F","ECON-024-01","59","B+"
"12F","ECON-024-02","59","B+"
"12F","ECON-026-01","26","B+"
"12F","ECON-026-02","26","B+"
"12F","ECON-027-01","34","B+"
"12F","ECON-028-01","40","B+"
"12F","ECON-028-02","40","B+"
"12F","ECON-029-01","69","B+"
"12F","ECON-029-02","69","B+"
"12F","ECON-036-01","72","B+"
"12F","ECON-036-02","72","B+"
"12F","ECON-038-02","19","B+"
"12F","ECON-039-01","48","B+"
"12F","ECON-039-02","48","B+"
"12F","ECON-075-01","31","B+"
"12F","ECON-075-02","31","B+"
"12F","ECON-080-01","14","A-"
"12F","EDUC-001-01","63","B+"
"12F","EDUC-015-01","13","B+"
"12F","EDUC-016-01","25","B+"
"12F","ENGL-015-01","23","A-"
"12F","ENGL-018-01","28","B+"
"12F","ENGL-020-01","18","B+"
"12F","ENGL-024-01","10","A"
"12F","ENGL-037-01","16","A-"
"12F","ENGL-040-01","12","A-"
"12F","ENGL-046-01","43","A-"
"12F","ENGL-060-11","17","A-"
"12F","ENGL-060-12","14","A"
"12F","ENGL-063-11","10","A-"
"12F","ENGL-067-02","56","A-"
"12F","ENGL-067-12","22","A /A-"
"12F","ENGL-067-20","44","A-"
"12F","ENGL-080-01","12","A /A-"
"12F","ENGL-085-02","10","A"
"12F","ENGL-090-91","10","A-"
"12F","ENGL-091-91","10","A-"
"12F","ENGL-092-91","10","A-"
"12F","ENGS-004-01","25","A"
"12F","ENGS-012-01","21","A"
"12F","ENGS-013-01","49","B+"
"12F","ENGS-020-01","32","B+"
"12F","ENGS-021-01","78","A-"
"12F","ENGS-023-01","45","A"
"12F","ENGS-026-01","26","B+"
"12F","ENGS-033-01","78","A-"
"12F","ENGS-035-01","23","A-"
"12F","ENGS-036-01","12","A-"
"12F","ENGS-037-01","49","B+"
"12F","ENGS-066-01","48","B+"
"12F","ENGS-076-01","25","A-"
"12F","ENGS-089-01","35","B+"
"12F","ENGS-091-01","15","B+"
"12F","ENGS-092-01","11","B+"
"12F","ENGS-160-01","23","A-"
"12F","ENVS-002-01","94","B+"
"12F","ENVS-040-90","15","A-"
"12F","ENVS-042-90","15","A-"
"12F","ENVS-044-01","24","A-"
"12F","ENVS-053-01","12","A-"
"12F","ENVS-060-01","31","B+"
"12F","ENVS-084-90","15","A-"
"12F","FILM-001-01","40","A"
"12F","FILM-020-01","17","A-"
"12F","FILM-031-01","10","A"
"12F","FILM-033-01","11","A-"
"12F","FILM-046-01","11","A-"
"12F","FREN-001-01","12","A /A-"
"12F","FREN-001-02","18","A-"
"12F","FREN-001-03","11","A-"
"12F","FREN-002-01","16","A-"
"12F","FREN-002-02","15","A"
"12F","FREN-002-03","14","A-"
"12F","FREN-002-04","11","A"
"12F","FREN-003-01","16","A-"
"12F","FREN-003-03","18","A-"
"12F","FREN-008-01","15","A-"
"12F","FREN-008-02","15","A-"
"12F","FREN-010-01","17","A"
"12F","FREN-010-02","11","A"
"12F","FREN-023-01","14","A-"
"12F","FREN-024-01","14","A-"
"12F","GEOG-001-01","51","A-"
"12F","GEOG-006-01","42","A-"
"12F","GEOG-017-01","37","A-"
"12F","GEOG-018-01","45","A-"
"12F","GEOG-020-01","25","B+"
"12F","GEOG-031-01","14","B+"
"12F","GEOG-044-01","24","A-"
"12F","GEOG-050-01","28","A"
"12F","GEOG-090-01","12","A-"
"12F","GEOG-090-02","21","A-"
"12F","GERM-001-01","22","B+"
"12F","GERM-001-02","17","A-"
"12F","GERM-003-01","10","A-"
"12F","GOVT-003-01","54","B+"
"12F","GOVT-004-01","44","B+"
"12F","GOVT-005-01","48","B+"
"12F","GOVT-005-02","48","B+"
"12F","GOVT-005-03","53","B+"
"12F","GOVT-006-01","44","A-"
"12F","GOVT-010-01","41","B+"
"12F","GOVT-026-01","35","B+"
"12F","GOVT-030-01","29","B+"
"12F","GOVT-031-01","34","B+"
"12F","GOVT-040-02","13","B+"
"12F","GOVT-040-03","22","A-"
"12F","GOVT-050-01","16","A-/B+"
"12F","GOVT-050-03","36","B+"
"12F","GOVT-060-02","36","B+"
"12F","GOVT-064-01","34","B+"
"12F","GOVT-064-02","23","B+"
"12F","GOVT-065-01","33","A-"
"12F","GOVT-084-02","11","A-"
"12F","GOVT-085-08","16","A-/B+"
"12F","GOVT-085-22","15","A-"
"12F","GOVT-086-09","11","A-"
"12F","GOVT-090-90","17","A"
"12F","GOVT-091-90","17","A-"
"12F","GOVT-092-90","17","A-"
"12F","HIST-002-01","35","B+"
"12F","HIST-003-02","18","B+"
"12F","HIST-003-05","14","B+"
"12F","HIST-005-02","31","A-"
"12F","HIST-005-03","29","A-"
"12F","HIST-005-08","26","B+"
"12F","HIST-006-01","28","A-"
"12F","HIST-008-01","16","A /A-"
"12F","HIST-009-01","28","A-"
"12F","HIST-012-01","24","A-"
"12F","HIST-014-01","69","B+"
"12F","HIST-018-01","12","A-/B+"
"12F","HIST-019-01","16","A-"
"12F","HIST-025-02","24","B+"
"12F","HIST-026-01","35","B+"
"12F","HIST-029-01","16","A /A-"
"12F","HIST-041-90","15","A-"
"12F","HIST-046-01","38","A-/B+"
"12F","HIST-049-01","10","A-"
"12F","HIST-065-01","33","B+"
"12F","HIST-068-01","11","A-"
"12F","HIST-082-01","14","A-"
"12F","HIST-096-02","13","A"
"12F","HIST-098-01","16","A"
"12F","HUM -001-02","16","A-/B+"
"12F","HUM -001-03","15","B+"
"12F","HUM -001-04","15","A-"
"12F","INTS-015-01","21","A-"
"12F","INTS-016-01","42","A-"
"12F","INTS-017-01","12","A-/B+"
"12F","ITAL-001-01","10","A-"
"12F","ITAL-001-02","10","A-"
"12F","ITAL-001-03","17","A"
"12F","ITAL-002-01","11","A"
"12F","ITAL-003-01","15","A-"
"12F","ITAL-003-02","12","A-"
"12F","ITAL-003-90","13","A-"
"12F","ITAL-005-90","13","A-"
"12F","ITAL-006-90","13","A-"
"12F","ITAL-015-01","17","B+"
"12F","JAPN-031-01","11","B+"
"12F","JAPN-061-01","22","A-"
"12F","JWST-006-01","71","B+"
"12F","JWST-070-03","13","A"
"12F","LACS-030-04","28","A-"
"12F","LACS-082-01","14","A-"
"12F","LAT -001-01","21","B+"
"12F","LAT -001-02","17","A"
"12F","LAT -001-03","14","A"
"12F","LAT -015-01","12","B+"
"12F","LAT -020-01","10","A"
"12F","LATS-041-01","23","B+"
"12F","LATS-043-01","12","A-/B+"
"12F","LING-001-01","79","A"
"12F","LING-018-01","28","B+"
"12F","LING-022-01","19","A-"
"12F","LING-050-01","12","A"
"12F","M&SS-015-01","14","A"
"12F","M&SS-036-01","12","A-/B+"
"12F","MATH-001-01","47","B-"
"12F","MATH-001-02","47","B-"
"12F","MATH-003-01","191","B-"
"12F","MATH-003-02","191","B-"
"12F","MATH-003-03","191","B-"
"12F","MATH-003-04","191","B-"
"12F","MATH-003-05","191","B-"
"12F","MATH-008-01","113","B+"
"12F","MATH-008-02","113","B+"
"12F","MATH-008-03","113","B+"
"12F","MATH-011-01","155","A-"
"12F","MATH-011-02","155","A-"
"12F","MATH-011-03","155","A-"
"12F","MATH-011-04","155","A-"
"12F","MATH-012-01","13","B+"
"12F","MATH-013-01","20","B+/B"
"12F","MATH-020-01","27","B+"
"12F","MATH-022-01","38","A-"
"12F","MATH-023-01","44","B+"
"12F","MATH-023-02","44","B+"
"12F","MATH-025-01","23","A-"
"12F","MATH-031-01","27","A-"
"12F","MATH-036-01","12","A-/B+"
"12F","MATH-071-01","12","A-"
"12F","MATH-086-01","25","A-"
"12F","MUS -005-01","55","A"
"12F","MUS -009-01","31","A"
"12F","MUS -020-01","18","A-"
"12F","MUS -023-01","11","A"
"12F","MUS -051-01","29","A"
"12F","NAS -008-01","33","A-"
"12F","NAS -014-01","69","B+"
"12F","NAS -032-01","44","A-"
"12F","NAS -032-02","56","A-"
"12F","NAS -036-01","36","B+"
"12F","NAS -042-01","19","A-"
"12F","PBPL-020-01","35","A-"
"12F","PBPL-045-01","25","A-"
"12F","PBPL-052-01","29","B+"
"12F","PBPL-082-02","13","B+"
"12F","PHIL-001-01","34","B+/B"
"12F","PHIL-001-02","26","B+/B"
"12F","PHIL-003-01","42","B+"
"12F","PHIL-009-01","48","B+"
"12F","PHIL-011-01","13","A-"
"12F","PHIL-017-01","11","A"
"12F","PHIL-030-01","11","A-"
"12F","PHIL-050-01","10","A-/B+"
"12F","PHIL-050-90","13","B+"
"12F","PHYS-003-01","127","A-"
"12F","PHYS-013-01","77","B+"
"12F","PHYS-013-02","77","B+"
"12F","PHYS-015-01","27","A-"
"12F","PHYS-019-01","14","B+"
"12F","PHYS-043-01","11","B+"
"12F","PHYS-070-01","11","B+"
"12F","PSYC-001-01","119","B"
"12F","PSYC-006-01","84","B+"
"12F","PSYC-010-01","44","B+"
"12F","PSYC-011-01","38","B+"
"12F","PSYC-021-01","67","B+"
"12F","PSYC-024-01","105","B+"
"12F","PSYC-040-01","61","B+"
"12F","PSYC-044-01","41","A-"
"12F","PSYC-045-01","32","A-"
"12F","PSYC-050-01","37","B+"
"12F","PSYC-050-02","28","B+"
"12F","PSYC-054-01","28","A-"
"12F","PSYC-060-01","11","A-"
"12F","PSYC-065-01","20","B"
"12F","PSYC-083-02","13","A"
"12F","PSYC-086-01","14","A"
"12F","PSYC-087-01","13","B+"
"12F","REL -006-01","71","B+"
"12F","REL -017-01","50","B"
"12F","REL -052-01","28","A-"
"12F","REL -062-01","35","A"
"12F","REL -081-01","13","A"
"12F","RUSS-001-01","12","A /A-"
"12F","RUSS-013-01","116","A-"
"12F","SART-015-01","16","A"
"12F","SART-015-02","18","A-"
"12F","SART-015-03","14","A-/B+"
"12F","SART-016-01","12","A-"
"12F","SART-025-02","12","A-"
"12F","SART-029-01","12","A-/B+"
"12F","SOCY-001-01","86","B"
"12F","SOCY-010-01","32","B+"
"12F","SOCY-015-01","16","A-"
"12F","SOCY-021-01","11","A-"
"12F","SOCY-029-01","33","B+"
"12F","SOCY-034-01","30","A-"
"12F","SOCY-047-01","29","A-"
"12F","SOCY-049-08","27","A"
"12F","SOCY-067-01","13","B+"
"12F","SOCY-079-04","13","A"
"12F","SPAN-001-01","20","A /A-"
"12F","SPAN-001-02","21","A-"
"12F","SPAN-001-03","22","A-"
"12F","SPAN-001-04","15","A-"
"12F","SPAN-002-01","21","A-"
"12F","SPAN-002-02","22","A-"
"12F","SPAN-002-03","23","A-"
"12F","SPAN-002-04","20","A-/B+"
"12F","SPAN-003-01","16","A-"
"12F","SPAN-003-02","20","A-"
"12F","SPAN-003-03","20","A-"
"12F","SPAN-003-04","20","A-"
"12F","SPAN-009-01","19","A-"
"12F","SPAN-009-02","18","B+"
"12F","SPAN-009-03","19","A-"
"12F","SPAN-009-04","15","A-"
"12F","SPAN-020-01","11","A"
"12F","SPAN-020-02","15","A-"
"12F","SPAN-024-90","19","A"
"12F","SPAN-032-01","12","A /A-"
"12F","SPAN-032-02","15","A-"
"12F","SPAN-034-90","19","A-"
"12F","SPAN-036-90","19","A-"
"12F","SPAN-040-01","11","A"
"12F","SPAN-070-01","18","A-/B+"
"12F","SPAN-080-01","10","A-"
"12F","SPEE-020-01","14","A"
"12F","SPEE-020-02","13","A"
"12F","THEA-001-01","17","A"
"12F","THEA-010-01","12","A-"
"12F","THEA-010-02","13","A"
"12F","THEA-015-01","10","A-"
"12F","THEA-030-01","16","A"
"12F","THEA-030-02","16","A"
"12F","THEA-040-01","18","A"
"12F","THEA-041-01","11","A"
"12F","THEA-048-01","10","A"
"12F","TUCK-002-01","123","B+"
"12F","TUCK-002-02","123","B+"
"12F","WGST-010-01","32","A"
"12F","WGST-010-02","28","A-"
"12F","WGST-018-01","26","A"
"12F","WGST-026-02","16","A /A-"
"12F","WGST-036-01","33","A-"
"12F","WGST-053-06","14","A"
"12F","WGST-059-04","13","A"
"12F","WGST-066-05","13","A-"
"12F","WGST-080-01","10","A"
"12F","WRIT-002-01","14","A /A-"
"12F","WRIT-002-02","14","A-"
"12F","WRIT-002-03","16","A"
"12F","WRIT-002-04","14","B"
"12F","WRIT-002-05","16","B+"
"12F","WRIT-002-06","16","B+"
"12F","WRIT-002-07","13","A-"
"12F","WRIT-002-08","16","A-"
"12F","WRIT-005-01","16","A /A-"
"12F","WRIT-005-02","16","A-"
"12F","WRIT-005-03","13","A"
"12F","WRIT-005-04","16","A-"
"12F","WRIT-005-05","16","A /A-"
"12F","WRIT-005-06","16","A"
"12F","WRIT-005-07","16","B+"
"12F","WRIT-005-08","16","A-"
"12F","WRIT-005-09","16","B+"
"12F","WRIT-005-10","16","A"
"12F","WRIT-005-11","16","A"
"12F","WRIT-005-12","16","A-"
"12F","WRIT-005-13","15","B+"
"12F","WRIT-005-14","16","A-"
"12F","WRIT-005-15","16","A-"
"12F","WRIT-005-16","16","B+"
"12F","WRIT-005-17","16","B+"
"12F","WRIT-005-18","16","A-"
"12F","WRIT-005-19","15","A-"
"12F","WRIT-005-20","16","A-/B+"
"12F","WRIT-005-22","16","A-"
"12F","WRIT-005-23","14","A-"
"12F","WRIT-005-24","16","A-"
"12F","WRIT-005-26","16","B+"
"12F","WRIT-005-27","16","A"
"12F","WRIT-005-28","16","A-"
"12F","WRIT-005-29","16","A-"
"12F","WRIT-005-30","16","A-"
"12F","WRIT-005-31","15","B+"
"12F","WRIT-005-32","15","A"
"12F","WRIT-005-33","16","A-/B+"
"12F","WRIT-005-34","15","A-"
"12F","WRIT-005-35","12","A-"
"13F","AAAS-034-01","13","B+"
"13F","AAAS-080-03","11","A-"
"13F","AAAS-083-05","18","A"
"13F","AAAS-088-05","12","A-"
"13F","AMES-011-01","33","A-"
"13F","AMES-030-01","30","A-"
"13F","AMES-040-01","20","A"
"13F","AMES-040-02","29","A-"
"13F","ANTH-001-01","63","B"
"13F","ANTH-004-01","24","B+"
"13F","ANTH-006-01","104","B+"
"13F","ANTH-008-01","21","A-"
"13F","ANTH-012-03","30","A-"
"13F","ANTH-016-01","13","A-"
"13F","ANTH-017-01","28","A"
"13F","ANTH-022-01","19","A-"
"13F","ANTH-031-01","24","A"
"13F","ANTH-041-01","11","A"
"13F","ANTH-050-04","12","A-"
"13F","ANTH-073-01","16","A-"
"13F","ARAB-001-02","13","A"
"13F","ARAB-001-03","16","A"
"13F","ARAB-021-01","12","A-"
"13F","ARTH-001-01","40","B+"
"13F","ARTH-016-01","12","A-"
"13F","ARTH-017-01","15","A-"
"13F","ARTH-021-01","31","A-"
"13F","ARTH-049-01","29","A-"
"13F","ASTR-002-01","43","B+"
"13F","ASTR-003-01","43","B+"
"13F","BIOL-002-01","71","B+"
"13F","BIOL-008-01","39","B"
"13F","BIOL-011-01","105","B"
"13F","BIOL-012-01","56","B"
"13F","BIOL-012-02","50","B"
"13F","BIOL-016-01","16","B"
"13F","BIOL-024-01","20","B"
"13F","BIOL-034-01","16","A-"
"13F","BIOL-040-01","64","B"
"13F","BIOL-046-01","29","B+"
"13F","BIOL-069-01","11","A-"
"13F","BIOL-173-01","11","A-"
"13F","CHEM-002-01","10","B+"
"13F","CHEM-005-01","56","B-"
"13F","CHEM-006-01","55","B"
"13F","CHEM-008-01","39","B"
"13F","CHEM-010-01","23","A-"
"13F","CHEM-042-01","13","A-"
"13F","CHEM-051-01","87","B"
"13F","CHEM-057-01","18","A-/B+"
"13F","CHIN-001-02","11","A"
"13F","CHIN-004-01","17","A-"
"13F","CHIN-004-02","13","A-"
"13F","CHIN-004-03","16","A /A-"
"13F","CHIN-011-90","10","A /A-"
"13F","CHIN-031-01","13","A-"
"13F","CHIN-062-01","15","A"
"13F","CHIN-063-01","16","A-/B+"
"13F","CHIN-082-01","12","A"
"13F","CLST-005-01","15","A"
"13F","CLST-006-01","14","A-"
"13F","CLST-030-90","13","A-"
"13F","CLST-030-91","13","A-"
"13F","CLST-031-90","13","A"
"13F","COGS-011-01","22","A-/B+"
"13F","COLT-001-01","50","A-"
"13F","COLT-039-01","40","A"
"13F","COLT-040-01","12","A-"
"13F","COLT-040-02","20","A"
"13F","COLT-049-01","27","A"
"13F","COLT-066-01","22","A"
"13F","COSC-001-01","141","B+"
"13F","COSC-010-01","109","A-"
"13F","COSC-016-01","28","A-"
"13F","COSC-022-01","19","A"
"13F","COSC-030-01","59","B"
"13F","COSC-031-01","32","B+"
"13F","COSC-055-01","29","A-"
"13F","COSC-058-01","13","B+"
"13F","COSC-073-01","31","A"
"13F","COSC-075-01","14","A /A-"
"13F","COSC-175-01","14","A /A-"
"13F","EARS-001-01","29","A-"
"13F","EARS-006-01","147","A-"
"13F","EARS-037-01","19","A-"
"13F","EARS-045-90","11","A-"
"13F","EARS-046-90","11","A-"
"13F","EARS-047-90","11","A-"
"13F","ECON-001-01","92","B+"
"13F","ECON-001-02","92","B+"
"13F","ECON-001-03","65","B"
"13F","ECON-001-04","65","B"
"13F","ECON-001-05","40","B"
"13F","ECON-002-01","35","B"
"13F","ECON-010-01","37","B+"
"13F","ECON-010-02","37","B+"
"13F","ECON-020-01","52","B"
"13F","ECON-020-02","52","B"
"13F","ECON-020-03","33","B+"
"13F","ECON-021-01","32","B+"
"13F","ECON-021-02","32","B+"
"13F","ECON-021-03","67","B"
"13F","ECON-021-04","67","B"
